line_no,raw_line,time_raw,time,module,level,pid,tid,client_ip,client_port,error_code,message,parse_status,record_type,parse_note
358,[Sun Jul 13 03:48:03.104646 2025] [proxy:warn] [pid 3968:tid 139856994879232] [client 8.210.37.176:48612] AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /MyAdmin/scripts/setup.php,Sun Jul 13 03:48:03.104646 2025,2025-07-13 03:48:03.104646,proxy,warn,3968,139856994879232,8.210.37.176,48612,AH01092,AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /MyAdmin/scripts/setup.php,SUCCESS,STANDARD_HEADER,
359,[Sun Jul 13 03:48:03.220186 2025] [proxy:warn] [pid 3968:tid 139857892472576] [client 8.210.37.176:49540] AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /phpma/scripts/setup.php,Sun Jul 13 03:48:03.220186 2025,2025-07-13 03:48:03.220186,proxy,warn,3968,139857892472576,8.210.37.176,49540,AH01092,AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /phpma/scripts/setup.php,SUCCESS,STANDARD_HEADER,
360,[Sun Jul 13 03:48:03.342931 2025] [proxy:warn] [pid 3967:tid 139857858901760] [client 8.210.37.176:50706] AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /PHPMYADMIN/scripts/setup.php,Sun Jul 13 03:48:03.342931 2025,2025-07-13 03:48:03.342931,proxy,warn,3967,139857858901760,8.210.37.176,50706,AH01092,AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /PHPMYADMIN/scripts/setup.php,SUCCESS,STANDARD_HEADER,
361,[Sun Jul 13 03:48:03.461397 2025] [proxy:warn] [pid 3967:tid 139857875687168] [client 8.210.37.176:51702] AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /pma/scripts/setup.php,Sun Jul 13 03:48:03.461397 2025,2025-07-13 03:48:03.461397,proxy,warn,3967,139857875687168,8.210.37.176,51702,AH01092,AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /pma/scripts/setup.php,SUCCESS,STANDARD_HEADER,
362,[Sun Jul 13 03:48:03.579218 2025] [proxy:warn] [pid 3967:tid 139857892472576] [client 8.210.37.176:52758] AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /phpMyAdmin-2.11.9.2/scripts/setup.php,Sun Jul 13 03:48:03.579218 2025,2025-07-13 03:48:03.579218,proxy,warn,3967,139857892472576,8.210.37.176,52758,AH01092,AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /phpMyAdmin-2.11.9.2/scripts/setup.php,SUCCESS,STANDARD_HEADER,
363,[Sun Jul 13 03:48:03.699281 2025] [proxy:warn] [pid 3969:tid 139857984661248] [client 8.210.37.176:53798] AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /admin/scripts/setup.php,Sun Jul 13 03:48:03.699281 2025,2025-07-13 03:48:03.699281,proxy,warn,3969,139857984661248,8.210.37.176,53798,AH01092,AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /admin/scripts/setup.php,SUCCESS,STANDARD_HEADER,
364,[Sun Jul 13 03:48:03.816276 2025] [proxy:warn] [pid 3969:tid 139857967875840] [client 8.210.37.176:54918] AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /phpMyAdmin2/scripts/setup.php,Sun Jul 13 03:48:03.816276 2025,2025-07-13 03:48:03.816276,proxy,warn,3969,139857967875840,8.210.37.176,54918,AH01092,AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /phpMyAdmin2/scripts/setup.php,SUCCESS,STANDARD_HEADER,
365,[Sun Jul 13 03:48:03.938480 2025] [proxy:warn] [pid 3969:tid 139858160908032] [client 8.210.37.176:55978] AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /phpMyAdmin-2.10.0.2/scripts/setup.php,Sun Jul 13 03:48:03.938480 2025,2025-07-13 03:48:03.938480,proxy,warn,3969,139858160908032,8.210.37.176,55978,AH01092,AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /phpMyAdmin-2.10.0.2/scripts/setup.php,SUCCESS,STANDARD_HEADER,
366,[Sun Jul 13 03:48:04.056614 2025] [proxy:warn] [pid 4214:tid 139857582073600] [client 8.210.37.176:57118] AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /sqlweb/scripts/setup.php,Sun Jul 13 03:48:04.056614 2025,2025-07-13 03:48:04.056614,proxy,warn,4214,139857582073600,8.210.37.176,57118,AH01092,AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /sqlweb/scripts/setup.php,SUCCESS,STANDARD_HEADER,
367,[Sun Jul 13 03:48:04.173877 2025] [proxy:warn] [pid 3969:tid 139858144122624] [client 8.210.37.176:58272] AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /php/scripts/setup.php,Sun Jul 13 03:48:04.173877 2025,2025-07-13 03:48:04.173877,proxy,warn,3969,139858144122624,8.210.37.176,58272,AH01092,AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /php/scripts/setup.php,SUCCESS,STANDARD_HEADER,
368,[Sun Jul 13 03:48:04.294111 2025] [proxy:warn] [pid 3969:tid 139858127337216] [client 8.210.37.176:59342] AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /phpMyAdmin-2.10.3/scripts/setup.php,Sun Jul 13 03:48:04.294111 2025,2025-07-13 03:48:04.294111,proxy,warn,3969,139858127337216,8.210.37.176,59342,AH01092,AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /phpMyAdmin-2.10.3/scripts/setup.php,SUCCESS,STANDARD_HEADER,
369,[Sun Jul 13 03:48:04.409840 2025] [proxy:warn] [pid 4214:tid 139857590466304] [client 8.210.37.176:60342] AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /db/scripts/setup.php,Sun Jul 13 03:48:04.409840 2025,2025-07-13 03:48:04.409840,proxy,warn,4214,139857590466304,8.210.37.176,60342,AH01092,AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /db/scripts/setup.php,SUCCESS,STANDARD_HEADER,
370,[Sun Jul 13 03:48:04.526424 2025] [proxy:warn] [pid 4214:tid 139857481426688] [client 8.210.37.176:33132] AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /mysql-admin/scripts/setup.php,Sun Jul 13 03:48:04.526424 2025,2025-07-13 03:48:04.526424,proxy,warn,4214,139857481426688,8.210.37.176,33132,AH01092,AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /mysql-admin/scripts/setup.php,SUCCESS,STANDARD_HEADER,
371,[Sun Jul 13 03:48:04.646976 2025] [proxy:warn] [pid 4214:tid 139857464641280] [client 8.210.37.176:34218] AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /phpMyAdmin/scripts/setup.php,Sun Jul 13 03:48:04.646976 2025,2025-07-13 03:48:04.646976,proxy,warn,4214,139857464641280,8.210.37.176,34218,AH01092,AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /phpMyAdmin/scripts/setup.php,SUCCESS,STANDARD_HEADER,
372,[Sun Jul 13 03:48:04.763315 2025] [proxy:warn] [pid 4214:tid 139857447855872] [client 8.210.37.176:35250] AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /myadmin/scripts/setup.php,Sun Jul 13 03:48:04.763315 2025,2025-07-13 03:48:04.763315,proxy,warn,4214,139857447855872,8.210.37.176,35250,AH01092,AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /myadmin/scripts/setup.php,SUCCESS,STANDARD_HEADER,
373,[Sun Jul 13 03:48:04.880406 2025] [proxy:warn] [pid 4214:tid 139857087166208] [client 8.210.37.176:36310] AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /dbadmin/scripts/setup.php,Sun Jul 13 03:48:04.880406 2025,2025-07-13 03:48:04.880406,proxy,warn,4214,139857087166208,8.210.37.176,36310,AH01092,AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /dbadmin/scripts/setup.php,SUCCESS,STANDARD_HEADER,
374,[Sun Jul 13 03:48:04.996744 2025] [proxy:warn] [pid 4214:tid 139857070380800] [client 8.210.37.176:37344] AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /sql/scripts/setup.php,Sun Jul 13 03:48:04.996744 2025,2025-07-13 03:48:04.996744,proxy,warn,4214,139857070380800,8.210.37.176,37344,AH01092,AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /sql/scripts/setup.php,SUCCESS,STANDARD_HEADER,
375,[Sun Jul 13 03:48:05.113360 2025] [proxy:warn] [pid 3967:tid 139857992922880] [client 8.210.37.176:38400] AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /phpmyadmin/scripts/setup.php,Sun Jul 13 03:48:05.113360 2025,2025-07-13 03:48:05.113360,proxy,warn,3967,139857992922880,8.210.37.176,38400,AH01092,AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /phpmyadmin/scripts/setup.php,SUCCESS,STANDARD_HEADER,
376,[Sun Jul 13 03:48:05.230794 2025] [proxy:warn] [pid 4214:tid 139858160908032] [client 8.210.37.176:39492] AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /SQL/scripts/setup.php,Sun Jul 13 03:48:05.230794 2025,2025-07-13 03:48:05.230794,proxy,warn,4214,139858160908032,8.210.37.176,39492,AH01092,AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /SQL/scripts/setup.php,SUCCESS,STANDARD_HEADER,
377,[Sun Jul 13 03:48:05.350384 2025] [proxy:warn] [pid 3968:tid 139858152515328] [client 8.210.37.176:40578] AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /_phpMyAdmin/scripts/setup.php,Sun Jul 13 03:48:05.350384 2025,2025-07-13 03:48:05.350384,proxy,warn,3968,139858152515328,8.210.37.176,40578,AH01092,AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /_phpMyAdmin/scripts/setup.php,SUCCESS,STANDARD_HEADER,
378,[Sun Jul 13 03:48:05.466715 2025] [proxy:warn] [pid 4214:tid 139858144122624] [client 8.210.37.176:41680] AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /mysql/scripts/setup.php,Sun Jul 13 03:48:05.466715 2025,2025-07-13 03:48:05.466715,proxy,warn,4214,139858144122624,8.210.37.176,41680,AH01092,AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /mysql/scripts/setup.php,SUCCESS,STANDARD_HEADER,
379,[Sun Jul 13 03:48:05.587393 2025] [proxy:warn] [pid 3969:tid 139858110551808] [client 8.210.37.176:42718] AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /phpMyAdmin-2.11.1.2/scripts/setup.php,Sun Jul 13 03:48:05.587393 2025,2025-07-13 03:48:05.587393,proxy,warn,3969,139858110551808,8.210.37.176,42718,AH01092,AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /phpMyAdmin-2.11.1.2/scripts/setup.php,SUCCESS,STANDARD_HEADER,
380,[Sun Jul 13 03:51:49.438709 2025] [proxy:warn] [pid 4214:tid 139858127337216] [client 5.53.123.43:54321] AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /,Sun Jul 13 03:51:49.438709 2025,2025-07-13 03:51:49.438709,proxy,warn,4214,139858127337216,5.53.123.43,54321,AH01092,AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /,SUCCESS,STANDARD_HEADER,
381,[Sun Jul 13 10:39:02.200641 2025] [proxy:warn] [pid 3967:tid 139858026493696] [client 1.12.228.33:48560] AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /pma/scripts/setup.php,Sun Jul 13 10:39:02.200641 2025,2025-07-13 10:39:02.200641,proxy,warn,3967,139858026493696,1.12.228.33,48560,AH01092,AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /pma/scripts/setup.php,SUCCESS,STANDARD_HEADER,
382,[Sun Jul 13 10:39:02.331034 2025] [proxy:warn] [pid 3968:tid 139857112311552] [client 1.12.228.33:49632] AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /phpMyAdmin-2.11.9.2/scripts/setup.php,Sun Jul 13 10:39:02.331034 2025,2025-07-13 10:39:02.331034,proxy,warn,3968,139857112311552,1.12.228.33,49632,AH01092,AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /phpMyAdmin-2.11.9.2/scripts/setup.php,SUCCESS,STANDARD_HEADER,
383,[Sun Jul 13 10:39:02.462191 2025] [proxy:warn] [pid 4214:tid 139857489819392] [client 1.12.228.33:50662] AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /MyAdmin/scripts/setup.php,Sun Jul 13 10:39:02.462191 2025,2025-07-13 10:39:02.462191,proxy,warn,4214,139857489819392,1.12.228.33,50662,AH01092,AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /MyAdmin/scripts/setup.php,SUCCESS,STANDARD_HEADER,
384,[Sun Jul 13 10:39:03.595262 2025] [proxy:warn] [pid 3968:tid 139857020057344] [client 1.12.228.33:51674] AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /dbadmin/scripts/setup.php,Sun Jul 13 10:39:03.595262 2025,2025-07-13 10:39:03.595262,proxy,warn,3968,139857020057344,1.12.228.33,51674,AH01092,AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /dbadmin/scripts/setup.php,SUCCESS,STANDARD_HEADER,
385,[Sun Jul 13 10:39:03.734041 2025] [proxy:warn] [pid 3968:tid 139857003271936] [client 1.12.228.33:60364] AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /db/scripts/setup.php,Sun Jul 13 10:39:03.734041 2025,2025-07-13 10:39:03.734041,proxy,warn,3968,139857003271936,1.12.228.33,60364,AH01092,AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /db/scripts/setup.php,SUCCESS,STANDARD_HEADER,
386,[Sun Jul 13 10:39:03.868865 2025] [proxy:warn] [pid 3968:tid 139858160908032] [client 1.12.228.33:33230] AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /sqlweb/scripts/setup.php,Sun Jul 13 10:39:03.868865 2025,2025-07-13 10:39:03.868865,proxy,warn,3968,139858160908032,1.12.228.33,33230,AH01092,AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /sqlweb/scripts/setup.php,SUCCESS,STANDARD_HEADER,
387,[Sun Jul 13 10:39:04.270650 2025] [proxy:warn] [pid 3967:tid 139857816938240] [client 1.12.228.33:34252] AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /sqlmanager/scripts/setup.php,Sun Jul 13 10:39:04.270650 2025,2025-07-13 10:39:04.270650,proxy,warn,3967,139857816938240,1.12.228.33,34252,AH01092,AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /sqlmanager/scripts/setup.php,SUCCESS,STANDARD_HEADER,
388,[Sun Jul 13 10:39:04.403461 2025] [proxy:warn] [pid 3969:tid 139858076980992] [client 1.12.228.33:37404] AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /web/phpMyAdmin/scripts/setup.php,Sun Jul 13 10:39:04.403461 2025,2025-07-13 10:39:04.403461,proxy,warn,3969,139858076980992,1.12.228.33,37404,AH01092,AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /web/phpMyAdmin/scripts/setup.php,SUCCESS,STANDARD_HEADER,
389,[Sun Jul 13 10:39:05.537654 2025] [proxy:warn] [pid 4214:tid 139857582073600] [client 1.12.228.33:38466] AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /SQL/scripts/setup.php,Sun Jul 13 10:39:05.537654 2025,2025-07-13 10:39:05.537654,proxy,warn,4214,139857582073600,1.12.228.33,38466,AH01092,AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /SQL/scripts/setup.php,SUCCESS,STANDARD_HEADER,
390,[Sun Jul 13 10:39:08.668401 2025] [proxy:warn] [pid 4214:tid 139857590466304] [client 1.12.228.33:47248] AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /_phpMyAdmin/scripts/setup.php,Sun Jul 13 10:39:08.668401 2025,2025-07-13 10:39:08.668401,proxy,warn,4214,139857590466304,1.12.228.33,47248,AH01092,AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /_phpMyAdmin/scripts/setup.php,SUCCESS,STANDARD_HEADER,
391,[Sun Jul 13 10:39:09.803516 2025] [proxy:warn] [pid 4214:tid 139857481426688] [client 1.12.228.33:43472] AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /admin/scripts/setup.php,Sun Jul 13 10:39:09.803516 2025,2025-07-13 10:39:09.803516,proxy,warn,4214,139857481426688,1.12.228.33,43472,AH01092,AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /admin/scripts/setup.php,SUCCESS,STANDARD_HEADER,
392,[Sun Jul 13 10:39:09.934879 2025] [proxy:warn] [pid 4214:tid 139857464641280] [client 1.12.228.33:52406] AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /phpMyAdmin2/scripts/setup.php,Sun Jul 13 10:39:09.934879 2025,2025-07-13 10:39:09.934879,proxy,warn,4214,139857464641280,1.12.228.33,52406,AH01092,AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /phpMyAdmin2/scripts/setup.php,SUCCESS,STANDARD_HEADER,
393,[Sun Jul 13 10:39:10.071572 2025] [proxy:warn] [pid 3969:tid 139858060195584] [client 1.12.228.33:53412] AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /phpma/scripts/setup.php,Sun Jul 13 10:39:10.071572 2025,2025-07-13 10:39:10.071572,proxy,warn,3969,139858060195584,1.12.228.33,53412,AH01092,AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /phpma/scripts/setup.php,SUCCESS,STANDARD_HEADER,
394,[Sun Jul 13 10:39:10.207978 2025] [proxy:warn] [pid 3968:tid 139857884079872] [client 1.12.228.33:54418] AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /myadmin/scripts/setup.php,Sun Jul 13 10:39:10.207978 2025,2025-07-13 10:39:10.207978,proxy,warn,3968,139857884079872,1.12.228.33,54418,AH01092,AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /myadmin/scripts/setup.php,SUCCESS,STANDARD_HEADER,
395,[Sun Jul 13 10:39:10.343473 2025] [proxy:warn] [pid 3968:tid 139858127337216] [client 1.12.228.33:55526] AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /phpMyAdmin-2.10.2/scripts/setup.php,Sun Jul 13 10:39:10.343473 2025,2025-07-13 10:39:10.343473,proxy,warn,3968,139858127337216,1.12.228.33,55526,AH01092,AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /phpMyAdmin-2.10.2/scripts/setup.php,SUCCESS,STANDARD_HEADER,
396,[Sun Jul 13 10:39:10.470545 2025] [proxy:warn] [pid 4214:tid 139857447855872] [client 1.12.228.33:56594] AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /mysql/scripts/setup.php,Sun Jul 13 10:39:10.470545 2025,2025-07-13 10:39:10.470545,proxy,warn,4214,139857447855872,1.12.228.33,56594,AH01092,AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /mysql/scripts/setup.php,SUCCESS,STANDARD_HEADER,
397,[Sun Jul 13 10:39:10.872675 2025] [proxy:warn] [pid 3969:tid 139858043410176] [client 1.12.228.33:57572] AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /mysql-admin/scripts/setup.php,Sun Jul 13 10:39:10.872675 2025,2025-07-13 10:39:10.872675,proxy,warn,3969,139858043410176,1.12.228.33,57572,AH01092,AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /mysql-admin/scripts/setup.php,SUCCESS,STANDARD_HEADER,
398,[Sun Jul 13 10:39:11.003203 2025] [proxy:warn] [pid 3968:tid 139858144122624] [client 1.12.228.33:60668] AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /phpMyAdmin/scripts/setup.php,Sun Jul 13 10:39:11.003203 2025,2025-07-13 10:39:11.003203,proxy,warn,3968,139858144122624,1.12.228.33,60668,AH01092,AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /phpMyAdmin/scripts/setup.php,SUCCESS,STANDARD_HEADER,
399,[Sun Jul 13 10:39:12.138437 2025] [proxy:warn] [pid 3967:tid 139857800152832] [client 1.12.228.33:33504] AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /webadmin/scripts/setup.php,Sun Jul 13 10:39:12.138437 2025,2025-07-13 10:39:12.138437,proxy,warn,3967,139857800152832,1.12.228.33,33504,AH01092,AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /webadmin/scripts/setup.php,SUCCESS,STANDARD_HEADER,
400,[Sun Jul 13 10:39:12.273013 2025] [proxy:warn] [pid 3969:tid 139858026624768] [client 1.12.228.33:42286] AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /phpMyAdmin-2.10.3/scripts/setup.php,Sun Jul 13 10:39:12.273013 2025,2025-07-13 10:39:12.273013,proxy,warn,3969,139858026624768,1.12.228.33,42286,AH01092,AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /phpMyAdmin-2.10.3/scripts/setup.php,SUCCESS,STANDARD_HEADER,
401,[Sun Jul 13 10:39:12.404475 2025] [proxy:warn] [pid 3968:tid 139858118944512] [client 1.12.228.33:43356] AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /sql/scripts/setup.php,Sun Jul 13 10:39:12.404475 2025,2025-07-13 10:39:12.404475,proxy,warn,3968,139858118944512,1.12.228.33,43356,AH01092,AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /sql/scripts/setup.php,SUCCESS,STANDARD_HEADER,
402,[Sun Jul 13 10:39:12.535447 2025] [proxy:warn] [pid 3967:tid 139857783367424] [client 1.12.228.33:44436] AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /phpMyAdmin-2.11.1.2/scripts/setup.php,Sun Jul 13 10:39:12.535447 2025,2025-07-13 10:39:12.535447,proxy,warn,3967,139857783367424,1.12.228.33,44436,AH01092,AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /phpMyAdmin-2.11.1.2/scripts/setup.php,SUCCESS,STANDARD_HEADER,
403,[Sun Jul 13 10:39:12.667894 2025] [proxy:warn] [pid 3968:tid 139857867294464] [client 1.12.228.33:45442] AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /PHPMYADMIN/scripts/setup.php,Sun Jul 13 10:39:12.667894 2025,2025-07-13 10:39:12.667894,proxy,warn,3968,139857867294464,1.12.228.33,45442,AH01092,AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /PHPMYADMIN/scripts/setup.php,SUCCESS,STANDARD_HEADER,
404,[Sun Jul 13 10:39:12.794014 2025] [proxy:warn] [pid 3969:tid 139858009839360] [client 1.12.228.33:46340] AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /php/scripts/setup.php,Sun Jul 13 10:39:12.794014 2025,2025-07-13 10:39:12.794014,proxy,warn,3969,139858009839360,1.12.228.33,46340,AH01092,AH01092: no HTTP 0.9 request (with no host line) on incoming request and preserve host set forcing hostname to be dse.swu.ac.kr for uri /php/scripts/setup.php,SUCCESS,STANDARD_HEADER,
